NAME,POS,TEAM,PPR_PTS,CMP,ATT,PASS_YDS,PASS_TD,INT,RUSH,RUSH_YDS,RUSH_TD,TGT,REC,REC_YDS,REC_TD
Kazmeir Allen,WR,WAS,1.6,0,0,0,0,0,0,0,0,1,1,7,0.1
Jordan Moore,WR,CIN,1.5,0,0,0,0,0,0,0,0,1,1,7,0
Cody White,WR,SEA,1.5,0,0,0,0,0,0,0,0,1,1,7,0
Rondale Moore,WR,MIN,1.8,0,0,0,0,0,0,0,0,1,1,8,0
Charlie Jones,WR,CIN,1.4,0,0,0,0,0,0,0,0,1,1,7,0
Chris Tyree,WR,NO,1.6,0,0,0,0,0,0,0,0,1,1,7,0
Kevin Austin Jr.,WR,NO,1.6,0,0,0,0,0,0,0,0,1,1,7,0
Moochie Dixon,WR,NO,1.6,0,0,0,0,0,0,0,0,1,1,7,0
Dylan Drummond,WR,ATL,1.3,0,0,0,0,0,0,0,0,1,1,6,0
Jahdae Walker,WR,CHI,1.3,0,0,0,0,0,0,0,0,1,1,6,0
Jeremiah Webb,WR,NE,1.3,0,0,0,0,0,0,0,0,1,1,6,0
Efton Chism III,WR,NE,1.3,0,0,0,0,0,0,0,0,1,1,6,0
Demeer Blankumsee,WR,NE,1.3,0,0,0,0,0,0,0,0,1,1,6,0
Kendric Pryor,WR,CIN,1.4,0,0,0,0,0,0,0,0,1,1,7,0
JP Richardson,WR,CHI,1.3,0,0,0,0,0,0,0,0,1,1,6,0
Tyquan Thornton,WR,KC,0.9,0,0,0,0,0,0,0,0,1,0,4,0
Javon Baker,WR,NE,0.9,0,0,0,0,0,0,0,0,1,0,5,0
Juju Smith-Schuster,WR,KC,1,0,0,0,0,0,0,0,0,1,0,4,0
Maurice Alexander,WR,CHI,0.8,0,0,0,0,0,0,0,0,1,0,3,0
Xavier Restrepo,WR,TEN,0.9,0,0,0,0,0,0,0,0,1,0,4,0
Miles Boykin,WR,CHI,0.8,0,0,0,0,0,0,0,0,1,0,3,0
Quez Watkins,WR,ARI,0.8,0,0,0,0,0,0,0,0,0,0,3,0
Daniel Jackson,WR,HOU,0.7,0,0,0,0,0,0,0,0,0,0,3,0
Andre Baccellia,WR,ARI,0.8,0,0,0,0,0,0,0,0,0,0,3,0
Jared Wayne,WR,HOU,0.7,0,0,0,0,0,0,0,0,0,0,3,0
Ihmir Smith-Marsette,WR,NYG,0.7,0,0,0,0,0,0,0,0,0,0,3,0
Samori Toure,WR,CHI,0.6,0,0,0,0,0,0,0,0,1,0,3,0
Michael Bandy,WR,DEN,0.5,0,0,0,0,0,0,0,0,0,0,3,0
Skyy Moore,WR,KC,0.6,0,0,0,0,0,0,0,0,0,0,3,0
Hunter Renfrow,WR,CAR,0.6,0,0,0,0,0,0,0,0,0,0,3,0
Keith Kirkwood,WR,BAL,0.5,0,0,0,0,0,0,0,0,0,0,2,0
Dee Williams,WR,NYG,0.5,0,0,0,0,0,0,0,0,0,0,3,0
Jamal Agnew,WR,ATL,0.5,0,0,0,0,0,0,0,0,0,0,3,0
David Sills V,WR,ATL,0.5,0,0,0,0,0,0,0,0,0,0,3,0
Malik Cunningham,WR,BAL,0.5,0,0,0,0,0,0,0,0,0,0,2,0
Donovan Peoples-Jones,WR,NO,0.3,0,0,0,0,0,0,0,0,0,0,1,0
Seth Williams,WR,LV,0.3,0,0,0,0,0,0,0,0,0,0,2,0
Elijhah Badger,WR,KC,0.2,0,0,0,0,0,0,0,0,0,0,1,0
Ketron Jackson Jr.,WR,LV,0.3,0,0,0,0,0,0,0,0,0,0,2,0
Johnny Johnson III,WR,HOU,0.2,0,0,0,0,0,0,0,0,0,0,1,0
Nikko Remigio,WR,KC,0.2,0,0,0,0,0,0,0,0,0,0,1,0
Jimmy Holiday,WR,KC,0.2,0,0,0,0,0,0,0,0,0,0,1,0
Phillip Dorsett II,WR,LV,0.3,0,0,0,0,0,0,0,0,0,0,1,0
Collin Johnson,WR,LV,0.3,0,0,0,0,0,0,0,0,0,0,2,0
Kyle Philips,WR,LV,0.3,0,0,0,0,0,0,0,0,0,0,1,0
Alex Bachman,WR,LV,0.3,0,0,0,0,0,0,0,0,0,0,2,0
Shedrick Jackson,WR,LV,0.3,0,0,0,0,0,0,0,0,0,0,1,0
Mac Dalena,WR,KC,0.2,0,0,0,0,0,0,0,0,0,0,1,0
Mike Strachan,WR,WAS,0.4,0,0,0,0,0,0,0,0,0,0,1,0
Brock Bowers,TE,LV,283.5,0,0,0,0,0,6,23,0.2,145,121,1195,6.8
Trey McBride,TE,ARI,262.4,0,0,0,0,0,1,4,0,137,111,1096,7
George Kittle,TE,SF,225.7,0,0,0,0,0,0,0,0,100,84,1033,6.4
T.J. Hockenson,TE,MIN,191.9,0,0,0,0,0,0,0,0,110,82,878,3.8
Sam LaPorta,TE,DET,181.6,0,0,0,0,0,0,0,0,97,72,770,5.5
David Njoku,TE,CLE,189.6,0,0,0,0,0,0,0,0,126,87,753,4.7
Mark Andrews,TE,BAL,165.3,0,0,0,0,0,3,12,0.1,75,63,703,5.2
Tucker Kraft,TE,GB,158.2,0,0,0,0,0,3,13,0.1,82,60,698,4.5
Travis Kelce,TE,KC,170,0,0,0,0,0,1,3,0,98,76,675,4.5
Tyler Warren,TE,IND,164.7,0,0,0,0,0,0,0,0,95,71,698,4.2
Zach Ertz,TE,WAS,153.7,0,0,0,0,0,0,0,0,88,63,589,5.4
Dalton Kincaid,TE,BUF,153.9,0,0,0,0,0,0,0,0,94,65,621,4.5
Chigoziem Okonkwo,TE,TEN,156.1,0,0,0,0,0,1,5,0.1,92,69,678,3.2
Hunter Henry,TE,NE,149.6,0,0,0,0,0,0,0,0,86,62,599,4.7
Evan Engram,TE,DEN,164.3,0,0,0,0,0,0,0,0,103,78,651,3.7
Isaiah Likely,TE,BAL,136.7,0,0,0,0,0,0,0,0,68,52,572,4.6
Dallas Goedert,TE,PHI,139.2,0,0,0,0,0,0,0,0,72,56,583,4.2
Darren Waller,TE,MIA,130.9,0,0,0,0,0,0,0,0,81,48,589,4
Jake Ferguson,TE,DAL,149,0,0,0,0,0,0,0,0,99,69,618,3.2
Pat Freiermuth,TE,PIT,140,0,0,0,0,0,0,0,0,75,60,588,3.6
Kyle Pitts,TE,ATL,124.4,0,0,0,0,0,0,0,0,72,46,549,3.9
Jonnu Smith,TE,PIT,134.3,0,0,0,0,0,2,9,0.1,70,57,548,3.6
Mike Gesicki,TE,CIN,137.2,0,0,0,0,0,0,0,0,80,60,610,2.7
Cade Otton,TE,TB,132.7,0,0,0,0,0,1,3,0,82,56,540,3.7
Colston Loveland,TE,CHI,133.7,0,0,0,0,0,0,0,0,83,58,532,3.8
Brenton Strange,TE,JAC,131.6,0,0,0,0,0,0,0,0,76,57,566,3.2
Dalton Schultz,TE,HOU,130.3,0,0,0,0,0,0,0,0,85,56,582,2.7
Tyler Conklin,TE,LAC,120.7,0,0,0,0,0,1,4,0,73,53,511,2.7
Juwan Johnson,TE,NO,116.1,0,0,0,0,0,0,0,0,70,50,528,2.3
Noah Gray,TE,KC,98.5,0,0,0,0,0,0,0,0,52,40,412,2.9
Ja’Tavion Sanders,TE,CAR,103.4,0,0,0,0,0,0,0,0,65,46,435,2.3
Tyler Higbee,TE,LAR,93.4,0,0,0,0,0,0,0,0,56,38,356,3.3
Austin Hooper,TE,NE,79.1,0,0,0,0,0,0,0,0,43,34,344,1.9
Ben Sinnott,TE,WAS,78.6,0,0,0,0,0,0,0,0,50,35,290,2.5
Theo Johnson,TE,NYG,71.6,0,0,0,0,0,0,0,0,46,32,308,1.6
Elijah Higgins,TE,ARI,71.1,0,0,0,0,0,0,0,0,42,32,293,1.8
Taysom Hill,TE,NO,56.2,12,18,123,0.6,0.4,29,136,1.1,24,17,151,0.7
Will Dissly,TE,LAC,68.5,0,0,0,0,0,0,0,0,39,30,286,1.7
Mason Taylor,TE,NYJ,66,0,0,0,0,0,0,0,0,43,30,262,1.7
AJ Barner,TE,SEA,65.5,0,0,0,0,0,0,0,0,40,29,250,1.9
Josh Whyle,TE,TEN,64.7,0,0,0,0,0,0,0,0,38,29,276,1.4
Elijah Arroyo,TE,SEA,62.7,0,0,0,0,0,0,0,0,39,27,243,1.9
Dawson Knox,TE,BUF,56.7,0,0,0,0,0,0,0,0,33,22,233,1.9
Michael Mayer,TE,LV,62.4,0,0,0,0,0,0,0,0,41,28,257,1.5
Pharaoh Brown,TE,MIA,50.4,0,0,0,0,0,0,0,0,28,21,203,1.5
Tanner Hudson,TE,CIN,51.1,0,0,0,0,0,2,8,0.1,29,23,198,1.2
Foster Moreau,TE,NO,48.1,0,0,0,0,0,0,0,0,27,20,216,1.2
Luke Musgrave,TE,GB,49.2,0,0,0,0,0,0,0,0,29,21,196,1.5
Luke Schoonmaker,TE,DAL,51.3,0,0,0,0,0,0,0,0,32,23,214,1.1
Colby Parkinson,TE,LAR,42.7,0,0,0,0,0,0,0,0,26,17,173,1.4
Durham Smythe,TE,CHI,45.3,0,0,0,0,0,0,0,0,33,21,169,1.3
Josh Oliver,TE,MIN,41.2,0,0,0,0,0,0,0,0,25,18,181,0.8
Eric Saubert,TE,SEA,39.6,0,0,0,0,0,0,0,0,25,18,151,1.2
Kylen Granson,TE,PHI,35.1,0,0,0,0,0,0,0,0,21,13,146,1.2
Daniel Bellinger,TE,NYG,41,0,0,0,0,0,0,0,0,27,20,174,0.7
Adam Trautman,TE,DEN,35.4,0,0,0,0,0,0,0,0,22,15,144,1.1
Ian Thomas,TE,LV,38.2,0,0,0,0,0,0,0,0,26,18,156,0.8
Stone Smartt,TE,NYJ,34.3,0,0,0,0,0,0,0,0,22,15,151,0.7
Terrance Ferguson,TE,LAR,33.3,0,0,0,0,0,0,0,0,20,14,125,1.2
Cade Stover,TE,HOU,33.9,0,0,0,0,0,0,0,0,23,16,142,0.6
Drew Sample,TE,CIN,35.1,0,0,0,0,0,1,4,0,24,18,128,0.7
Jeremy Ruckert,TE,NYJ,35.9,0,0,0,0,0,0,0,0,27,18,144,0.6
Johnny Mundt,TE,JAC,31.5,0,0,0,0,0,0,0,0,20,14,123,0.8
Darnell Washington,TE,PIT,30.5,0,0,0,0,0,0,0,0,19,14,127,0.7
Quintin Morris,TE,JAC,29.7,0,0,0,0,0,0,0,0,20,13,119,0.8
Harold Fannin Jr.,TE,CLE,29.9,0,0,0,0,0,0,0,0,21,14,120,0.6
Charlie Kolar,TE,BAL,25.3,0,0,0,0,0,1,5,0.1,13,10,103,0.7
Julian Hill,TE,MIA,28,0,0,0,0,0,0,0,0,20,13,107,0.7
Kenny Yeboah,TE,DET,25.7,0,0,0,0,0,0,0,0,17,12,106,0.6
Will Mallory,TE,IND,25.2,0,0,0,0,0,0,0,0,16,11,111,0.5
James Mitchell,TE,CAR,25.7,0,0,0,0,0,0,0,0,18,12,100,0.7
Grant Calcaterra,TE,PHI,23.8,0,0,0,0,0,0,0,0,14,10,101,0.6
Oronde Gadsden II,TE,LAC,23.5,0,0,0,0,0,0,0,0,15,10,92,0.7
Tanner Conner,TE,MIA,20,0,0,0,0,0,0,0,0,12,7,93,0.6
Jack Stoll,TE,NO,23.7,0,0,0,0,0,0,0,0,18,12,94,0.5
Charlie Woerner,TE,ATL,23.9,0,0,0,0,0,0,0,0,18,12,97,0.4
Payne Durham,TE,TB,19.5,0,0,0,0,0,0,0,0,12,8,80,0.6
Harrison Bryant,TE,PHI,19.1,0,0,0,0,0,0,0,0,12,9,76,0.5
Josiah Deguara,TE,ARI,18,0,0,0,0,0,0,0,0,11,8,70,0.5
Ross Dwelley,TE,SF,18,0,0,0,0,0,0,0,0,12,8,72,0.5
Luke Farrell,TE,SF,17.7,0,0,0,0,0,0,0,0,12,8,70,0.4
Mo Alie-Cox,TE,IND,16.1,0,0,0,0,0,0,0,0,10,7,69,0.4
Gunnar Helm,TE,TEN,16,0,0,0,0,0,0,0,0,10,7,64,0.4
Brenden Bates,TE,CLE,17,0,0,0,0,0,0,0,0,12,8,70,0.3
Ko Kieft,TE,TB,15.6,0,0,0,0,0,0,0,0,10,7,61,0.5
Hunter Long,TE,JAC,15.7,0,0,0,0,0,0,0,0,10,7,67,0.3
Brock Wright,TE,DET,14.6,0,0,0,0,0,0,0,0,9,7,56,0.4
Jelani Woods,TE,IND,14,0,0,0,0,0,0,0,0,8,6,58,0.4
Brevin Jordan,TE,HOU,13.2,0,0,0,0,0,0,0,0,8,6,57,0.3
Lucas Krull,TE,DEN,13.9,0,0,0,0,0,0,0,0,9,7,58,0.2
Drew Ogletree,TE,IND,12,0,0,0,0,0,0,0,0,7,5,51,0.3
Tommy Tremble,TE,CAR,12.1,0,0,0,0,0,0,0,0,8,6,51,0.2
Zack Kuntz,TE,NYJ,10.5,0,0,0,0,0,0,0,0,7,4,48,0.3
David Martin-Robinson,TE,TEN,11.5,0,0,0,0,0,0,0,0,8,5,47,0.2
Greg Dulcich,TE,NYG,11.1,0,0,0,0,0,0,0,0,7,5,46,0.3
Tanner Taula,TE,TB,9.3,0,0,0,0,0,0,0,0,6,3,42,0.3
Robert Tonyan,TE,KC,10,0,0,0,0,0,0,0,0,6,4,39,0.3
Patrick Herbert,TE,JAC,10.1,0,0,0,0,0,0,0,0,6,5,40,0.3
Blake Whiteheart,TE,CLE,10.6,0,0,0,0,0,0,0,0,7,5,44,0.2
John Copenhaver,TE,JAC,10.1,0,0,0,0,0,0,0,0,6,5,40,0.3
Seth Green,TE,NO,9,0,0,0,0,0,0,0,0,6,4,43,0.2
Irv Smith Jr.,TE,HOU,10.6,0,0,0,0,0,0,0,0,8,5,43,0.2
Devin Culp,TE,TB,9.3,0,0,0,0,0,0,0,0,6,4,38,0.2
Dominique Dafney,TE,CAR,8.4,0,0,0,0,0,0,0,0,5,3,39,0.2
Cam Grandy,TE,CIN,9.3,0,0,0,0,0,0,0,0,6,4,34,0.3
Teagan Quitoriano,TE,ATL,8.9,0,0,0,0,0,0,0,0,6,4,37,0.2
Mitchell Evans,TE,CAR,9.1,0,0,0,0,0,0,0,0,6,4,36,0.2
Cole Kmet,TE,CHI,8.5,0,0,0,0,0,0,0,0,5,4,36,0.2
Tip Reiman,TE,ARI,9.6,0,0,0,0,0,0,0,0,7,5,39,0.2
Moliki Matavao,TE,NO,9.1,0,0,0,0,0,0,0,0,6,4,37,0.2
Bryce Pierre,TE,CAR,8.9,0,0,0,0,0,0,0,0,6,4,35,0.2
Luke Deal,TE,DET,8.6,0,0,0,0,0,0,0,0,6,4,35,0.2
Tyler Mabry,TE,CAR,8.8,0,0,0,0,0,0,0,0,6,4,35,0.2
Zach Horton,TE,DET,8.6,0,0,0,0,0,0,0,0,6,4,35,0.2
Shane Zylstra,TE,DET,8.1,0,0,0,0,0,0,0,0,5,4,33,0.2
Jalin Conyers,TE,MIA,6.9,0,0,0,0,0,0,0,0,4,3,27,0.2
Tre Watson,TE,KC,6.5,0,0,0,0,0,0,0,0,4,3,25,0.2
Chris Manhertz,TE,NYG,6.8,0,0,0,0,0,0,0,0,4,3,28,0.2
Jake Briningstool,TE,KC,6.5,0,0,0,0,0,0,0,0,4,3,25,0.2
Luke Lachey,TE,HOU,6.2,0,0,0,0,0,0,0,0,4,3,25,0.2
Oscar Cardenas,TE,ARI,5.9,0,0,0,0,0,0,0,0,4,3,23,0.2
Ben Sims,TE,GB,5.6,0,0,0,0,0,0,0,0,3,2,22,0.2
Thomas Odukoya,TE,TEN,5,0,0,0,0,0,0,0,0,3,2,23,0.1
Brayden Willis,TE,SF,5.5,0,0,0,0,0,0,0,0,4,2,22,0.1
Jared Wiley,TE,KC,5.1,0,0,0,0,0,0,0,0,3,2,20,0.2
Drake Dabney,TE,TEN,5.2,0,0,0,0,0,0,0,0,3,2,21,0.1
Kole Taylor,TE,CIN,4.9,0,0,0,0,0,0,0,0,3,2,19,0.1
Zach Davidson,TE,BUF,4.5,0,0,0,0,0,0,0,0,3,2,16,0.1
Tanner McLachlan,TE,CIN,4.5,0,0,0,0,0,0,0,0,3,2,18,0.1
John Bates,TE,WAS,4.5,0,0,0,0,0,0,0,0,3,2,17,0.1
Caleb Lohner,TE,DEN,4.3,0,0,0,0,0,0,0,0,3,2,17,0.1
Ben Yurosek,TE,MIN,4.2,0,0,0,0,0,0,0,0,3,2,17,0.1
Bryson Nesbit,TE,MIN,4.2,0,0,0,0,0,0,0,0,3,2,17,0.1
Jackson Hawes,TE,BUF,3.7,0,0,0,0,0,0,0,0,2,2,14,0.1
Gee Scott,TE,NE,3.7,0,0,0,0,0,0,0,0,2,2,14,0.1
Keleki Latu,TE,BUF,3.7,0,0,0,0,0,0,0,0,2,2,14,0.1
CJ Dippre,TE,NE,3.7,0,0,0,0,0,0,0,0,2,2,14,0.1
Jack Westover,TE,NE,3.5,0,0,0,0,0,0,0,0,2,2,14,0.1
Tyler Neville,TE,DAL,3.5,0,0,0,0,0,0,0,0,2,2,13,0.1
Feleipe Franks,TE,ATL,3.8,0,0,0,0,0,0,0,0,3,2,16,0.1
Rivaldo Fairweather,TE,DAL,3.5,0,0,0,0,0,0,0,0,2,2,13,0.1
Thomas Fidone II,TE,NYG,3.6,0,0,0,0,0,0,0,0,2,2,14,0.1
Nate Adkins,TE,DEN,3.4,0,0,0,0,0,0,0,0,2,2,13,0.1
Jermaine Terry II,TE,NYG,3.6,0,0,0,0,0,0,0,0,2,2,14,0.1
Albert Okwuegbunam,TE,IND,3.1,0,0,0,0,0,0,0,0,2,1,13,0.1
Princeton Fant,TE,DAL,3.1,0,0,0,0,0,0,0,0,2,1,12,0.1
Jaheim Bell,TE,NE,3.3,0,0,0,0,0,0,0,0,2,2,14,0.1
Colson Yankoff,TE,WAS,3,0,0,0,0,0,0,0,0,2,1,11,0.1
Stephen Carlson,TE,CHI,3.1,0,0,0,0,0,0,0,0,2,1,12,0.1
Sean McKeon,TE,IND,3.1,0,0,0,0,0,0,0,0,2,1,12,0.1
Jordan Murray,TE,CHI,3.1,0,0,0,0,0,0,0,0,2,1,12,0.1
Jake Tonges,TE,SF,2.8,0,0,0,0,0,0,0,0,2,1,11,0.1
Brevyn Spann-Ford,TE,DAL,2.7,0,0,0,0,0,0,0,0,2,1,11,0.1
Travis Vokolek,TE,ARI,2.7,0,0,0,0,0,0,0,0,2,1,11,0.1
Joshua Simon,TE,ATL,2.6,0,0,0,0,0,0,0,0,2,1,10,0.1
Gavin Bartholomew,TE,MIN,2.6,0,0,0,0,0,0,0,0,2,1,11,0.1
Johnny Lumpkin,TE,GB,2.6,0,0,0,0,0,0,0,0,2,1,10,0.1
Messiah Swinson,TE,GB,2.6,0,0,0,0,0,0,0,0,2,1,10,0.1
John FitzPatrick,TE,GB,2.5,0,0,0,0,0,0,0,0,2,1,10,0.1
Justin Shorter,TE,LV,2.3,0,0,0,0,0,0,0,0,1,1,9,0.1
Giovanni Ricci,TE,MIN,2,0,0,0,0,0,0,0,0,1,1,8,0
Matt Sokol,TE,BUF,1.7,0,0,0,0,0,0,0,0,1,1,6,0.1
Joel Wilson,TE,CHI,1.7,0,0,0,0,0,0,0,0,1,1,8,0.1
Cole Turner,TE,WAS,1.6,0,0,0,0,0,0,0,0,1,1,7,0
Lawrence Cager,TE,WAS,1.5,0,0,0,0,0,0,0,0,1,1,6,0
Tyree Jackson,TE,WAS,1.5,0,0,0,0,0,0,0,0,1,1,6,0
Nikola Kalinic,TE,ATL,1.1,0,0,0,0,0,0,0,0,1,1,4,0
Sam Pitz,TE,BAL,1.1,0,0,0,0,0,0,0,0,1,0,4,0
Zaire Mitchell-Paden,TE,BAL,1,0,0,0,0,0,0,0,0,1,0,4,0
Connor Heyward,TE,PIT,0.8,0,0,0,0,0,0,0,0,1,0,3,0
